id,city,postalcode,coord_X,coord_Y,dist,bearing,house_quality_index,house_state_index,age_since_construction,age_since_renovation,floors,basement,bedrooms,baths,living_m2,lot_m2,living_vs_neighbors,lot_vs_neighbors,viewsToPOI,view_quality,dow,month
63,Willow,10056,25487.831914674047,8319.89678152521,960.265462,-28.692683710281912,4,Satisfied,55,57,3,Yes,3,2.0,136,6116,1.4906692789939253,1.2529165751367342,N,Very Disatisfied,Fri,11
65,Willow,10020,-4255.068460430914,624.1618791226292,24225.213973391245,83.13642864673332,4,OK,72,17,3,Yes,2,2.5,300,4458,0.6018876752411887,1.214517276180101,N,Satisfied,Thu,1
94,Willow,10043,20443.428546963572,16940.4161798868,12307.086062072585,-126.211117,7,OK,96,59,1,Yes,3,2.0,164,5116,1.1479357821029028,0.8488006424476577,N,Very Disatisfied,Sat,12
86,Willow,10021,14940.150681523528,15168.891940150188,19231.04444546134,40.16790639833546,5,OK,42,82,1,No,4,0.75,227,2226,0.578907427586879,0.5096695678229957,N,Very Disatisfied,Sat,10
46,Willow,10020,15699.818183258394,16940.4161798868,960.265462,11.262779955769858,4,OK,54,13,2,No,4,1.75,192,297,1.2483436442730913,0.7014607991906825,N,Very Disatisfied,Wed,4
48,Willow,10044,22527.946444731446,-9680.946133523783,19486.474103358065,29.387222577895173,4,Very Satisfied,102,51,3,No,1,2.0,176,6028,0.9046919492667047,1.6052664438433057,Y,Satisfied,Mon,4
30,Willow,10040,22899.591382037677,9334.397552782222,14915.594307808577,6.73250587335481,4,OK,74,65,1,No,1,0.75,196,515,1.0019255423865683,0.9847155772383684,N,Very Disatisfied,Fri,11
20,Willow,10020,14517.298626073356,7780.753243721081,14638.530710852145,99.95308659604711,5,OK,42,18,3,Yes,4,2.75,121,378,1.0769413056462998,0.7452349518908092,N,Very Disatisfied,Mon,11
97,Willow,10021,23976.230871411623,11407.377058936661,22977.733728941643,47.87026568288844,4,OK,72,60,1,No,3,4.0,180,5517,0.6360815429049265,1.1401839916493914,N,Very Disatisfied,Wed,7
69,Willow,10002,26151.089649693247,-6221.1963856276,960.265462,103.67401337854494,6,OK,59,21,1,Yes,2,2.75,176,271,0.710456377838304,1.019131967447473,N,Very Disatisfied,Mon,5
3,Willow,10034,460.3479964634571,-961.394951084435,12766.66855763691,78.63226368660881,5,Satisfied,43,53,4,Yes,3,1.75,119,489,0.5869381569386447,0.9485135309149659,N,Very Disatisfied,Sat,3
30,Willow,10021,6092.037044100367,12295.68749011718,30034.528257,-34.01815822795318,5,Satisfied,40,20,3,No,4,2.5,104,370,1.2319288399383952,0.849833189994889,N,Very Disatisfied,Wed,1
16,Willow,10022,-1468.547136319581,15518.29271345562,16690.93816481415,10.05374567373309,4,Satisfied,39,67,3,Yes,1,0.75,107,20443,1.2798395125400708,0.6825226297096441,N,Very Satisfied,Wed,1
94,Willow,10008,12190.372296215204,-5283.278078604686,15510.888117581208,134.30593773329372,5,Satisfied,88,54,3,Yes,4,1.5,263,69,0.6709886170428412,1.17520408250263,N,Very Disatisfied,Wed,4
83,Willow,10048,8138.526977521707,-14510.088834668917,14411.062527523845,32.21485091471579,5,OK,0,96,4,No,3,2.25,182,1082,0.6494187355868493,1.002915188726606,N,Very Disatisfied,Sat,6
64,Willow,10019,20504.675880429615,15218.87703427018,21356.375699434484,60.26356535249476,5,OK,55,17,1,No,4,2.75,166,522,1.3993999111268733,1.573010208869742,N,Very Disatisfied,Tue,12
18,Willow,10004,4410.639817091173,-4499.642206156093,13038.110438924687,-114.89422601244854,5,OK,89,19,2,No,3,2.5,177,371,1.3216851906141645,0.7917455639490596,N,Very Disatisfied,Tue,2
47,Willow,10049,15951.480238429247,-7099.8244995621435,8459.819861210937,18.36443737570672,5,Satisfied,59,81,3,No,3,2.5,184,551,0.879044118951164,1.079461596862962,N,Very Disatisfied,Tue,5
47,Willow,10047,-16623.358664095995,103.27592816603192,11275.876687815207,-83.19720697433581,5,OK,28,33,5,No,4,2.0,278,982,1.1439830246305485,0.9164783063821363,N,Very Disatisfied,Fri,6
43,Willow,10050,14135.320973692182,-5882.242772025087,20840.001012422224,90.38629766052898,8,Satisfied,15,6,1,No,2,1.75,167,552,0.8197743782278768,1.0614792537768882,N,Very Disatisfied,Tue,10
